a0,a1,a2,a3,a4,a5,class
0.48373398,0.51626605,0.47231147,0.52768856,0.4915699,0.5084301,1
0.48363954,0.51636046,0.4704571,0.52954286,0.49204397,0.5079561,1
0.48373508,0.5162649,0.47231954,0.5276804,0.49156606,0.5084339,0
0.48389855,0.5161014,0.4721724,0.5278276,0.49164134,0.50835866,0
0.48408124,0.5159188,0.5264682,0.47353175,0.4929931,0.50700694,0
0.48373446,0.5162655,0.47231904,0.52768093,0.49156636,0.5084337,1
0.48367226,0.51632774,0.50668097,0.49331897,0.49302086,0.50697917,1
0.4848797,0.5151203,0.5483401,0.45165992,0.49288833,0.5071116,0
0.48368496,0.516315,0.47223863,0.5277614,0.49160028,0.50839967,1
0.4847598,0.5152402,0.5304268,0.46957317,0.49302086,0.50697917,0
0.48373547,0.51626456,0.47231954,0.52768046,0.4915661,0.5084339,0
0.48373538,0.5162647,0.4723186,0.5276814,0.4915665,0.5084335,1
0.48373762,0.5162625,0.47220743,0.5277925,0.49161372,0.5083863,1
0.48373488,0.51626515,0.47231784,0.5276822,0.49156687,0.50843316,1
0.4837358,0.51626414,0.47231677,0.52768326,0.49156728,0.5084326,0
0.48127627,0.5187237,0.47065243,0.5293475,0.49302086,0.50697917,1
0.48134118,0.5186588,0.46846145,0.53153855,0.49281475,0.5071853,1
0.48373473,0.5162652,0.47231877,0.5276812,0.4915664,0.50843364,0
0.48372227,0.51627773,0.47227326,0.5277267,0.4915874,0.5084126,1
0.48373404,0.516266,0.47231892,0.52768105,0.4915663,0.5084337,1
0.48373443,0.51626563,0.47231388,0.5276862,0.49156845,0.50843155,0
0.481452,0.518548,0.46837634,0.53162366,0.49302086,0.50697917,1
0.48368067,0.51631933,0.51538324,0.48461667,0.4928962,0.50710386,1
0.48615986,0.5138401,0.5676856,0.43231446,0.49302086,0.50697917,0
0.48372903,0.51627094,0.47227558,0.5277245,0.49158534,0.50841475,1
0.4837437,0.51625633,0.47230294,0.527697,0.49157295,0.508427,1
0.48373455,0.51626545,0.47231877,0.5276812,0.49156642,0.5084336,1
0.4894207,0.51057935,0.7076251,0.29237497,0.49302086,0.50697917,0
0.48366588,0.51633406,0.47195432,0.5280457,0.49172738,0.50827265,0
0.48092222,0.51907784,0.5071326,0.4928674,0.49302086,0.50697917,0
0.48373497,0.51626503,0.47231758,0.5276824,0.4915669,0.5084331,0
0.4826073,0.5173927,0.49569315,0.50430685,0.49302086,0.50697917,0
0.48373184,0.51626825,0.4722313,0.5277688,0.49160543,0.50839466,1
0.48373398,0.51626605,0.47231767,0.52768236,0.4915669,0.50843316,1
0.48373383,0.5162661,0.47231832,0.52768165,0.49156657,0.5084334,1
0.48092222,0.51907784,0.46860057,0.5313994,0.49302086,0.50697917,1
0.48271254,0.5172875,0.49707228,0.5029277,0.49302086,0.50697917,0
0.48373562,0.5162643,0.4723188,0.52768123,0.49156648,0.5084335,0
0.48450416,0.5154958,0.46972746,0.53027254,0.49214095,0.507859,1
0.48369938,0.5163006,0.47217232,0.5278276,0.49162844,0.5083716,1
0.4843675,0.5156325,0.51356584,0.4864341,0.49302086,0.50697917,1
0.48373213,0.5162679,0.47231355,0.5276864,0.49156845,0.50843155,1
0.4837369,0.51626307,0.4723101,0.5276899,0.49157017,0.5084298,0
0.48373988,0.5162601,0.4723098,0.52769023,0.4915703,0.50842977,0
0.4838309,0.5161691,0.46991435,0.5300857,0.4921375,0.50786245,1
0.482036,0.517964,0.4730003,0.5269997,0.49302086,0.50697917,1
0.48373806,0.516262,0.47227436,0.52772564,0.4915833,0.5084167,0
0.4842928,0.51570714,0.5111158,0.48888427,0.49301806,0.50698197,1
0.4840493,0.51595074,0.4716055,0.5283946,0.4918207,0.50817937,0
0.4837359,0.51626414,0.47231665,0.5276834,0.4915673,0.5084327,1
0.48374107,0.51625896,0.47209564,0.5279044,0.49167034,0.50832963,1
0.48373452,0.51626545,0.47230712,0.52769285,0.4915715,0.5084285,1
0.48372,0.51628,0.47229746,0.5277025,0.49157453,0.5084255,1
0.48373467,0.51626533,0.47231865,0.52768135,0.49156645,0.5084335,1
0.48373494,0.5162651,0.47231779,0.5276822,0.49156687,0.50843316,0
0.48134327,0.51865673,0.46848297,0.5315171,0.49302086,0.50697917,1
0.48345724,0.5165428,0.50304836,0.4969516,0.49302086,0.50697917,0
0.4824149,0.51758516,0.48957866,0.51042134,0.49302086,0.50697917,1
0.48373094,0.516269,0.47224948,0.52775055,0.4915951,0.50840485,1
0.48373538,0.5162647,0.47231936,0.52768064,0.4915662,0.5084338,0
0.48373798,0.516262,0.47228298,0.527717,0.4915818,0.50841814,1
0.48373732,0.51626265,0.47221366,0.5277864,0.49160576,0.50839424,0
0.48373657,0.5162634,0.4723098,0.52769023,0.4915696,0.50843036,0
0.483741,0.51625896,0.47221926,0.5277808,0.4916063,0.50839376,0
0.48383716,0.5161628,0.46917504,0.53082496,0.4922447,0.50775534,0
0.4837352,0.51626474,0.47231957,0.5276804,0.4915661,0.50843394,0
0.48373482,0.51626515,0.47231925,0.52768075,0.49156627,0.50843376,1
0.4855501,0.5144499,0.57783306,0.42216694,0.49302086,0.50697917,0
0.48092222,0.51907784,0.46838135,0.5316186,0.49302086,0.50697917,1
0.48357943,0.51642054,0.47199124,0.52800876,0.4917157,0.50828433,0
0.4837346,0.5162654,0.4723175,0.52768254,0.49156702,0.508433,1
0.48266357,0.5173364,0.48218533,0.5178147,0.49302086,0.50697917,1
0.4836104,0.51638955,0.471273,0.52872694,0.4918965,0.50810343,0
0.48377135,0.5162286,0.47227588,0.52772415,0.49158505,0.508415,0
0.4809806,0.51901937,0.47054884,0.5294512,0.49302086,0.50697917,0
0.4837377,0.5162623,0.47228876,0.5277112,0.49157715,0.50842285,0
0.48375955,0.5162405,0.47218162,0.52781844,0.49162245,0.50837755,0
0.4838467,0.5161533,0.47145414,0.52854586,0.4918657,0.50813437,0
0.4837272,0.51627284,0.47226754,0.5277325,0.4915896,0.50841033,1
0.48372987,0.51627004,0.47231442,0.5276856,0.49156806,0.5084319,1
0.48373583,0.5162642,0.47231397,0.52768606,0.4915683,0.5084317,0
0.48398235,0.5160177,0.4716094,0.5283906,0.49183127,0.50816876,0
0.4853526,0.5146474,0.55191946,0.4480805,0.49302086,0.50697917,0
0.48374787,0.5162521,0.47230765,0.5276923,0.49157146,0.5084285,0
0.48373654,0.5162635,0.47230583,0.5276942,0.49157187,0.5084281,1
0.48373133,0.5162686,0.47230828,0.5276917,0.49157104,0.50842893,1
0.48373556,0.51626444,0.47231835,0.52768165,0.49156657,0.5084334,1
0.48373324,0.5162667,0.47227478,0.5277252,0.49158448,0.5084155,1
0.48373282,0.5162671,0.47231045,0.52768946,0.49157053,0.5084295,1
0.483632,0.51636803,0.47172698,0.52827305,0.49179682,0.50820327,1
0.48373756,0.51626253,0.47228953,0.52771056,0.49157852,0.5084215,0
0.48372024,0.51627976,0.46898237,0.5310176,0.4924247,0.5075753,1
0.4837349,0.5162651,0.47231895,0.5276811,0.49156636,0.50843364,1
0.48400724,0.51599276,0.499386,0.50061405,0.49302086,0.50697917,1
0.48380482,0.5161952,0.47214517,0.5278548,0.4916479,0.50835204,0
0.48364672,0.51635325,0.4721488,0.52785116,0.49163172,0.50836825,1
0.4839898,0.5160102,0.47182965,0.5281704,0.4917754,0.50822467,0
0.48372787,0.5162722,0.47229314,0.5277068,0.4915768,0.5084232,1
0.48356995,0.51643,0.46949634,0.53050363,0.49231002,0.50768995,1
0.4847406,0.5152594,0.47368583,0.5263142,0.49254772,0.50745225,0
0.4837353,0.5162647,0.47231904,0.52768093,0.49156633,0.5084337,0
0.48363268,0.51636726,0.47169718,0.52830285,0.4918298,0.5081702,1
0.4837282,0.5162718,0.47224095,0.5277591,0.49160323,0.5083968,1
0.48373806,0.51626194,0.47231716,0.52768284,0.49156728,0.5084328,0
0.48371568,0.5162843,0.47229436,0.52770567,0.49157614,0.5084239,1
0.48373473,0.5162652,0.47231868,0.5276813,0.49156645,0.5084336,0
0.48620963,0.51379037,0.50825953,0.4917405,0.49302086,0.50697917,1
0.48351547,0.51648456,0.4711777,0.5288223,0.4919288,0.50807124,1
0.48373425,0.51626575,0.47231483,0.52768517,0.49156824,0.5084318,1
0.483736,0.516264,0.47230217,0.52769786,0.49157348,0.50842655,1
0.4831909,0.51680905,0.50266886,0.4973312,0.49284676,0.5071532,1
0.4837336,0.51626647,0.47231737,0.52768266,0.49156696,0.50843304,1
0.4837347,0.5162652,0.47231916,0.5276808,0.49156624,0.50843376,0
0.48373556,0.51626444,0.47231203,0.52768797,0.49156928,0.50843066,1
0.48368073,0.5163193,0.47195736,0.5280427,0.4917317,0.5082683,1
0.48373318,0.5162669,0.47220352,0.52779645,0.49161533,0.5083847,1
