a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,class
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0048250444,0.45448166,0.11652427,0.01635332,0.040820207,0.050413944,0.0509661,0.007410175,0.008828802,0.019434862,0.12849656,0.0016295656,0.0009392194,0.0011568659,0.0073469575,0.02006852,0.07030385,0.00048624663,0.68159395,0.048845366,0.03466155,0.006905395,0.01787489,0.044183716,0.0024315498,0.0025904803,0.008208928,0.09385795,0.00043964453,0.00023517422,0.00076750683,0.0019578994,0.00644595,0.04851385,1
0.00012432697,0.027696768,0.0052326494,0.018121723,0.0012641232,0.003784064,0.0018999001,0.00029788216,0.00078042713,0.004724526,0.9267913,2.6290554e-05,2.4690155e-05,0.00014114004,0.0003677321,0.003299322,0.005422999,0.005206163,0.44108814,0.12254725,0.017236613,0.04033067,0.054017317,0.051926363,0.0078097656,0.009724232,0.022011394,0.12688124,0.0019460968,0.0011022271,0.0012734656,0.0081414245,0.021512678,0.067245044,0.013132649,0.2369975,0.14375716,0.04208204,0.10679772,0.08852121,0.052015457,0.01987962,0.024424933,0.03546169,0.112667084,0.005269026,0.004666885,0.01099552,0.015670681,0.033964667,0.05369611,10
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0039009128,0.4990593,0.10743946,0.014010302,0.039156456,0.041602198,0.04718759,0.006060437,0.0071622636,0.01587725,0.117783226,0.001084248,0.00065462047,0.00090214465,0.0057750256,0.017552074,0.07479237,0.014948854,0.26393935,0.13014978,0.033008195,0.14927882,0.08374537,0.044580664,0.014328982,0.01830127,0.027682727,0.11568349,0.005086767,0.0030357684,0.011054397,0.012880213,0.030877123,0.041418087,4
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0042849616,0.47125545,0.115977176,0.014389774,0.039105568,0.04896654,0.048450746,0.0065518715,0.007975677,0.018370649,0.12730841,0.001369535,0.00076509995,0.0009439109,0.006547746,0.018921757,0.06881511,0.0012688024,0.5714561,0.07327456,0.041364744,0.013807157,0.030468151,0.05565059,0.0053108726,0.00539919,0.014683745,0.10655922,0.0010548577,0.00065086025,0.0018965018,0.0041601774,0.011250694,0.061743803,6
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0051744822,0.44397217,0.118473984,0.017333424,0.042174105,0.051983602,0.05215222,0.007849802,0.009495279,0.02069197,0.12676685,0.0018370071,0.0010645387,0.0012924535,0.00788935,0.02128438,0.07056446,0.00080622954,0.6324881,0.061503273,0.03590975,0.009589634,0.02351701,0.05118049,0.0037359437,0.0037490833,0.011612562,0.09692821,0.0006981738,0.00039621122,0.0012636781,0.0029612049,0.008506943,0.055153515,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.007755827,0.38631654,0.123329975,0.024356918,0.04748333,0.057170924,0.06030577,0.0110523,0.013510248,0.026950818,0.12102588,0.0032872858,0.0021150792,0.002425789,0.011120007,0.027565181,0.07422813,0.015797623,0.23450212,0.15032612,0.034456555,0.12634662,0.09079123,0.049975153,0.020190848,0.021997178,0.034567885,0.104947306,0.0053243213,0.0041486574,0.012569063,0.015910545,0.031712797,0.04643605,15
0.0016098584,0.6160017,0.11262665,0.014983013,0.02842408,0.043092877,0.056175772,0.0053142584,0.0048781405,0.00693461,0.02551343,0.0013768378,0.0014449448,0.0008542623,0.0021634419,0.015462108,0.06314394,0.0048587783,0.45579273,0.11647724,0.01635297,0.040901415,0.049586494,0.051468246,0.0073852185,0.0088822385,0.019471956,0.12563978,0.0016270274,0.00094835367,0.0011657553,0.007325598,0.020428624,0.071687594,0.0035938856,0.42314473,0.107974134,0.04365675,0.038056176,0.053022195,0.059589993,0.009849984,0.009616748,0.020051284,0.1286635,0.0026013546,0.001500209,0.005176644,0.008729062,0.018374639,0.06639877,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0043813135,0.47004768,0.11439958,0.01531122,0.03966282,0.04807596,0.04931716,0.0067695607,0.00815755,0.01800512,0.12641887,0.0014137664,0.0008107974,0.0010196067,0.0067662303,0.018918246,0.07052451,0.0022816763,0.52909124,0.082614645,0.03843884,0.029121784,0.038457073,0.052649084,0.0055977954,0.0059082313,0.013821384,0.12559423,0.0014832794,0.00074403593,0.0029930023,0.0050818534,0.013317382,0.052804474,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0052321833,0.44209242,0.11845555,0.016845834,0.042457934,0.0527692,0.05209585,0.007849259,0.009482574,0.020864977,0.12784834,0.0018240714,0.0010510013,0.0012700093,0.007816913,0.021431236,0.07061282,0.0013907203,0.5619047,0.07295261,0.04312081,0.014537194,0.03227022,0.05859079,0.0055612973,0.0056611253,0.015290159,0.105707176,0.001213136,0.00071810704,0.0021725837,0.0045718355,0.012021725,0.062315777,1
0.0021259459,0.18103875,0.048508357,0.041440427,0.018594015,0.02789669,0.018377354,0.004820442,0.0057845223,0.020071253,0.56502384,0.0008956026,0.00089896383,0.0019720064,0.0038584706,0.020594086,0.038099203,0.005366293,0.43859562,0.11880842,0.017495712,0.042844895,0.0531259,0.05247548,0.008037471,0.009759838,0.02116886,0.12743624,0.001916287,0.0011126632,0.0013443761,0.008096058,0.021693233,0.07072268,0.0023513967,0.48268336,0.08346533,0.052738294,0.019694174,0.040307257,0.06518785,0.00825783,0.008905268,0.02015066,0.11448879,0.002020656,0.0013854454,0.0033764455,0.006749952,0.016707435,0.07152991,10
0.0021259459,0.18103875,0.048508357,0.041440427,0.018594015,0.02789669,0.018377354,0.004820442,0.0057845223,0.020071253,0.56502384,0.0008956026,0.00089896383,0.0019720064,0.0038584706,0.020594086,0.038099203,0.0046756202,0.45875302,0.11833184,0.015708894,0.040202763,0.05044847,0.050215054,0.0071040858,0.008702794,0.019782998,0.1257774,0.0015970137,0.0008991464,0.001089102,0.007189599,0.020254364,0.06926792,0.000970072,0.60064673,0.061198793,0.044695377,0.011676437,0.026173398,0.05186651,0.003984879,0.004582497,0.011908809,0.10799754,0.0008651419,0.0005157283,0.0014253227,0.0033803654,0.010341614,0.05777067,6
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0051060766,0.44560382,0.11852754,0.016728267,0.042062905,0.052252863,0.051725402,0.007691025,0.009338377,0.020625733,0.12724014,0.0017800565,0.0010238054,0.0012381371,0.007696869,0.021166729,0.07019228,0.00045169325,0.6921731,0.052720238,0.028897215,0.0056084525,0.017160092,0.047632713,0.0026541892,0.002465763,0.009415179,0.08202772,0.00041874158,0.00022052623,0.0007851824,0.0019748409,0.0057825367,0.04961171,10
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005083383,0.44633338,0.11872565,0.016794583,0.041605055,0.051924862,0.05187232,0.007691867,0.009302418,0.020619044,0.12706336,0.0017800572,0.0010224747,0.001231705,0.0076931403,0.021141272,0.07011554,0.0010426498,0.59687465,0.06415559,0.04221596,0.011923102,0.026849441,0.053676967,0.0042716954,0.004666135,0.012517728,0.10580582,0.00093185913,0.0005338418,0.0015956147,0.003595081,0.010294001,0.059049975,7
0.0043769088,0.26840037,0.101718344,0.17338607,0.01488868,0.050688397,0.13238668,0.0071362,0.020747118,0.026186164,0.06639682,0.0022639057,0.002560845,0.0014041207,0.00529376,0.022069233,0.10009628,0.008237916,0.25200573,0.09329039,0.14585319,0.03843703,0.045952313,0.09798886,0.01581858,0.01628651,0.02895415,0.09042658,0.005440822,0.0047333585,0.0087442715,0.015317373,0.027526988,0.10498589,0.010934915,0.27005687,0.105290316,0.064426914,0.07750096,0.0788006,0.057478033,0.017099874,0.023806233,0.031775504,0.121819936,0.0066657723,0.005514838,0.009967954,0.016758725,0.03987797,0.06222452,5
0.0029634775,0.23362058,0.06519475,0.042049274,0.024450427,0.031036997,0.024358554,0.0066886186,0.0060465285,0.021548446,0.46951112,0.0014360566,0.0013434462,0.0021860255,0.0047438773,0.020654323,0.04216753,0.005014528,0.4500798,0.11620189,0.017006872,0.041993678,0.05061112,0.05162868,0.007648646,0.009167109,0.019664766,0.12726961,0.0017120156,0.0010044529,0.0012478399,0.007617188,0.020535482,0.071596205,0.004228076,0.40126023,0.0928096,0.06175543,0.030886639,0.0515253,0.06784935,0.011348912,0.013110703,0.024229031,0.12293727,0.0033966259,0.0024642542,0.00543844,0.009795258,0.023124047,0.07384084,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0058775796,0.4257731,0.12130234,0.018950008,0.04332028,0.054937553,0.05419065,0.008657558,0.010628039,0.023066077,0.12533242,0.0022660326,0.0013042536,0.0015360237,0.008937345,0.023238553,0.070682235,0.008467457,0.2792149,0.12626858,0.055550694,0.05259905,0.074315175,0.0688189,0.019662974,0.02153485,0.03577635,0.11372269,0.0059609464,0.0048753996,0.010415256,0.015951775,0.03148846,0.075376555,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005037381,0.447805,0.11765115,0.016504135,0.041810215,0.051755957,0.051575866,0.0076201656,0.0091565335,0.020205982,0.12830168,0.001717605,0.0009935086,0.0012090768,0.0075326664,0.020799827,0.07032329,0.0012237096,0.57464,0.07132371,0.042140584,0.013400078,0.029360866,0.054298326,0.005140721,0.0053645736,0.014174426,0.10822798,0.0010107761,0.0006381525,0.0017780679,0.004008069,0.011111457,0.06215854,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0046059894,0.46088853,0.11653325,0.015447422,0.040295534,0.050082117,0.049821883,0.007037727,0.00849428,0.019094018,0.12800117,0.0015210205,0.000864283,0.0010644096,0.007011577,0.019662185,0.06957457,0.0010114233,0.60818833,0.06919879,0.03598707,0.010791129,0.026209401,0.054609857,0.0046253656,0.0043218164,0.013528571,0.09749586,0.00085916184,0.0004939881,0.001584144,0.003517464,0.009305364,0.058272317,1
0.010418476,0.26624233,0.12604387,0.07090516,0.0437537,0.06511723,0.08584831,0.019627059,0.023018489,0.03698784,0.08645469,0.007888891,0.008264922,0.0070430744,0.012925351,0.04297478,0.08648584,0.008416223,0.34737906,0.123112164,0.04615769,0.04654523,0.058920328,0.06441661,0.0136304535,0.016285885,0.030773357,0.11465117,0.005088861,0.003215465,0.004088011,0.0143323485,0.0281609,0.07482621,0.009724586,0.27765718,0.101485796,0.07240897,0.045211792,0.06315416,0.07127343,0.01966724,0.02415138,0.034648925,0.12362312,0.0075115147,0.006770503,0.0103909485,0.01624133,0.034975536,0.08110353,5
0.0051281964,0.06417529,0.040149957,0.478314,0.0053715394,0.03172404,0.09790341,0.0042104074,0.026288511,0.045849703,0.11812751,0.0018523249,0.0026166162,0.0016889005,0.007479296,0.017268622,0.051851712,0.0010935146,0.04366089,0.0174436,0.6981248,0.0051876074,0.007628453,0.09053714,0.0034401973,0.002297426,0.006556815,0.021361517,0.00074475445,0.0009917145,0.006802759,0.0049123755,0.006211341,0.0830051,0.0140630575,0.2373604,0.08873434,0.08869928,0.047088075,0.063358575,0.07544881,0.021196254,0.031700704,0.038676575,0.115551256,0.0122062005,0.010457948,0.013241908,0.020671109,0.044492148,0.07705338,3
1.850399e-06,0.00140619,0.00020092503,0.002760715,2.3714287e-05,0.00012829606,5.424487e-05,5.3717276e-06,2.565158e-05,0.00043842974,0.99459803,1.7305537e-07,1.2593577e-07,2.1737048e-06,8.963836e-06,0.00014109796,0.00020410179,0.0054927547,0.43550044,0.11924521,0.01743241,0.04277778,0.053620905,0.05299969,0.008144064,0.009876743,0.021469736,0.12789199,0.0019489967,0.0011381148,0.0013569744,0.008151151,0.022000717,0.07095241,0.0036091572,0.43596697,0.08420922,0.061905343,0.032466516,0.047535386,0.059075978,0.008757586,0.011360067,0.019791318,0.130139,0.0026915183,0.0018505998,0.0041262116,0.0080445865,0.021842672,0.06662783,10
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004969392,0.44939482,0.11705971,0.016499305,0.041990593,0.051665246,0.051218044,0.0075574494,0.0090864,0.01992361,0.12840535,0.0016969196,0.0009764586,0.0011995386,0.007506503,0.020558035,0.07029261,0.0037493908,0.4093218,0.0929406,0.060567774,0.028206233,0.049509678,0.06787195,0.0109455865,0.012564223,0.023457715,0.12327098,0.0031190307,0.0022414476,0.0050604637,0.009321017,0.02166081,0.07619125,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005156766,0.44489986,0.11749106,0.01729688,0.042363524,0.051664464,0.05208189,0.007837012,0.009419056,0.020333914,0.12749685,0.0017997517,0.0010526972,0.0012909607,0.0078121647,0.02103066,0.070972525,0.0010027011,0.59857666,0.060713243,0.045514002,0.011283567,0.0253395,0.05263954,0.0040701013,0.0045578647,0.011756618,0.10935378,0.0008964681,0.00053268165,0.00146439,0.003366104,0.010130647,0.058802165,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004413628,0.46879598,0.1149132,0.015398359,0.0394276,0.048296373,0.0497155,0.0068410058,0.008205191,0.018243868,0.12630135,0.001438273,0.0008215942,0.00102428,0.0068124477,0.01912196,0.07022938,0.0015741799,0.55030495,0.07859708,0.039102305,0.021075662,0.034508172,0.051397793,0.0052532,0.0052164993,0.0129082035,0.12228507,0.0011882148,0.0006305172,0.0023193562,0.004464941,0.011634367,0.057539437,1
0.0021259459,0.18103875,0.048508357,0.041440427,0.018594015,0.02789669,0.018377354,0.004820442,0.0057845223,0.020071253,0.56502384,0.0008956026,0.00089896383,0.0019720064,0.0038584706,0.020594086,0.038099203,0.004860971,0.45323107,0.116095886,0.016207194,0.041639835,0.050882746,0.050853457,0.0074140183,0.008866042,0.01941028,0.12888138,0.0016200254,0.0009383184,0.0011628242,0.007309642,0.020119349,0.07050698,0.002997051,0.45948932,0.09030931,0.051254727,0.028367568,0.046271015,0.05925839,0.009007223,0.009770684,0.020344181,0.12233627,0.0021353385,0.0015206576,0.0037546796,0.007272024,0.018598303,0.067313224,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0050801695,0.44715944,0.116275765,0.017718468,0.042209495,0.051072933,0.051790312,0.007831668,0.009358399,0.019779218,0.12777556,0.0017958034,0.0010470434,0.0013057784,0.007910021,0.020557262,0.07133265,0.0004932545,0.67910206,0.047771934,0.036210034,0.0063458714,0.017018154,0.045079302,0.0025039392,0.002610201,0.008275365,0.094556004,0.00045749245,0.00025634223,0.0007675152,0.001948659,0.006423333,0.05018059,1
0.012446225,0.20738986,0.115424685,0.09699814,0.03957201,0.0648152,0.087216504,0.021100553,0.028482996,0.047119547,0.10642376,0.00868304,0.009195149,0.008498371,0.015328178,0.046426617,0.08487912,0.009574302,0.3048356,0.120870985,0.0687238,0.045335546,0.057798,0.0719838,0.015757497,0.018611811,0.034797285,0.10609526,0.0062727947,0.0047091832,0.006100608,0.015871124,0.030676605,0.08198572,0.004995879,0.36106277,0.112297274,0.054977857,0.025225163,0.055519674,0.08103225,0.016731922,0.015797962,0.035252396,0.10236883,0.0043830904,0.0034089393,0.0071717193,0.012373436,0.02386846,0.08353235,2
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0053259227,0.43975025,0.11908089,0.017483441,0.042625286,0.053037364,0.052405305,0.007986801,0.009717856,0.02126667,0.12677984,0.0019186172,0.0011030197,0.001331101,0.008077473,0.021708243,0.07040194,0.0007773837,0.6308791,0.063186854,0.03513776,0.008755368,0.022587908,0.052347235,0.0038769303,0.003599812,0.011636257,0.097032785,0.0006855534,0.00039232738,0.0012656291,0.002852086,0.007922231,0.057064794,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0062144226,0.41751197,0.12080236,0.02119302,0.04492533,0.054331146,0.055860613,0.0093185855,0.011375987,0.023250913,0.12327796,0.002504692,0.0015059039,0.0017975881,0.009652159,0.023970699,0.07250667,0.0010461776,0.6019596,0.066095576,0.03949168,0.010721679,0.026084427,0.055620354,0.0046102195,0.004655173,0.013702254,0.09958367,0.000909573,0.00054874545,0.0015884398,0.0036310095,0.009999404,0.059752047,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0050101886,0.44772658,0.11745661,0.016610233,0.04179458,0.052176367,0.051091146,0.0076146903,0.009167485,0.020110369,0.1290786,0.0017369218,0.0009911923,0.0012133991,0.007649836,0.020588666,0.06998308,0.0023392949,0.4923214,0.08171761,0.051493663,0.022131149,0.040413704,0.060653392,0.0075119603,0.0083254995,0.018272797,0.118739925,0.0018734196,0.0012393465,0.0031923621,0.006325189,0.01646427,0.06698502,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.00620755,0.41801983,0.12193919,0.020299409,0.04387871,0.05464726,0.05620263,0.009178347,0.011218349,0.023566894,0.12333979,0.0024585193,0.0014630328,0.0016973766,0.009421179,0.024233298,0.07222869,0.0005756622,0.664351,0.05789188,0.031763826,0.0061628185,0.019149508,0.05238291,0.0033002244,0.003137582,0.01143091,0.08409407,0.0005454417,0.0003056501,0.0009768759,0.0024409778,0.0068256403,0.054665014,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.005744472,0.4287841,0.1195961,0.01868816,0.043634195,0.05431288,0.053745978,0.00854676,0.010393298,0.022071324,0.12692446,0.0021454298,0.0012535664,0.0015009937,0.008721869,0.022579597,0.07135668,0.003912334,0.39015305,0.14342058,0.03650032,0.028466647,0.05802585,0.06671939,0.015701395,0.011733095,0.033449154,0.09880974,0.0027036013,0.0020581023,0.005443104,0.010099336,0.019107804,0.07369658,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004908408,0.45071304,0.11757842,0.016149329,0.041514967,0.05204403,0.050760493,0.00743562,0.008990406,0.020043742,0.12854318,0.0016847071,0.00095088605,0.0011604485,0.007454421,0.020486202,0.06958161,0.0044459216,0.37027976,0.10639905,0.05772974,0.032622647,0.05694101,0.069880456,0.013423977,0.014445467,0.02696668,0.120032296,0.0036569163,0.0027243206,0.0063437084,0.011223686,0.023545101,0.079339266,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.00588769,0.42592508,0.11993728,0.019988442,0.04374537,0.05318853,0.055293184,0.008888277,0.010714558,0.02233147,0.12440107,0.0022649525,0.0013535838,0.0016159887,0.009013115,0.023142882,0.07230855,0.0009144032,0.6169392,0.0646281,0.036986936,0.009251453,0.023827942,0.055191822,0.004293847,0.004137877,0.012901795,0.09650083,0.0008289549,0.0004745755,0.0014608875,0.0033140886,0.008888623,0.059458602,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0066231336,0.41072512,0.11968007,0.022020139,0.047404643,0.05439474,0.057281304,0.009721871,0.011925808,0.024121227,0.12019804,0.0026378455,0.0016265722,0.001976128,0.009828187,0.025165193,0.07467001,0.0043757246,0.3808316,0.109279454,0.053093478,0.030419989,0.057016592,0.074678935,0.013803722,0.01308494,0.028078938,0.11306745,0.0036299215,0.002512138,0.0067415256,0.01095115,0.021697594,0.07673677,1
0.0008469251,0.019804655,0.012271228,0.6012051,0.0008557246,0.011854051,0.03485863,0.00074562756,0.010804996,0.032229584,0.2469148,0.00013999622,0.00025831838,0.00031141704,0.0015253327,0.0076628537,0.017710794,0.0021639315,0.059972685,0.02643981,0.6179035,0.009204237,0.012484064,0.10101014,0.005427049,0.004152362,0.0111568365,0.031537805,0.0013955943,0.0018091948,0.010065831,0.0071308953,0.009529015,0.08861717,0.0025680708,0.48693606,0.08132977,0.05662291,0.020955505,0.038050126,0.06146954,0.007309085,0.009491976,0.018958904,0.11784683,0.0021656032,0.00138349,0.0031323254,0.0068902583,0.017840968,0.06704858,7
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004213602,0.47441086,0.11446713,0.014504506,0.039204214,0.04819703,0.048140608,0.0064882035,0.007877813,0.017777292,0.12721704,0.0013352237,0.00075138,0.00094439904,0.006509704,0.018500883,0.069460124,0.00029822628,0.7271833,0.04278899,0.02791895,0.0047597606,0.013996785,0.040374633,0.0017586258,0.0017260909,0.0064148395,0.08275975,0.0002807379,0.00013374283,0.000530694,0.0013799599,0.0045416025,0.04315339,1
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.004308742,0.47199094,0.11265484,0.015610677,0.03986218,0.047922395,0.049094122,0.0067808586,0.00808626,0.017438859,0.12702438,0.0014047177,0.0007991664,0.0010260649,0.006821423,0.018483888,0.07069043,0.0018480566,0.5367384,0.072828256,0.0482208,0.017603934,0.03394078,0.058301963,0.0061816126,0.006617643,0.015794378,0.114378974,0.0015030527,0.00094346836,0.0025300633,0.005197823,0.013967262,0.06340339,1
0.002802166,0.40255332,0.094808824,0.032323964,0.033621863,0.04354114,0.03605668,0.0072311414,0.006631357,0.017360825,0.22798431,0.0016216547,0.0015804293,0.0021292681,0.0044600978,0.025173532,0.06011942,0.0050247847,0.44917652,0.11820024,0.01650796,0.041321024,0.05104276,0.051800527,0.0075909584,0.009136903,0.020314272,0.12714076,0.0017070179,0.0009973636,0.001206448,0.007477898,0.02091666,0.070437826,0.0013187112,0.57007486,0.07518324,0.04032628,0.015088019,0.031779077,0.05462514,0.005347243,0.005436202,0.014797061,0.10669953,0.0010391601,0.00064405,0.0019261533,0.004230471,0.011512621,0.05997221,1
0.0002469968,0.7727482,0.0815874,0.009724093,0.008935033,0.021258287,0.037012193,0.001136727,0.0015588177,0.0024381208,0.014889063,0.00017272978,0.00019885569,8.921715e-05,0.00035473332,0.006024999,0.041624594,0.0053659976,0.43756816,0.119286165,0.016922792,0.041865006,0.054327708,0.05195783,0.007966706,0.0096669365,0.021264758,0.13014588,0.0019099746,0.0010861695,0.0012911536,0.008105496,0.021438796,0.06983049,0.01477287,0.21515363,0.13721563,0.050481632,0.08758078,0.08514578,0.05584877,0.024367258,0.027129976,0.0383946,0.114145696,0.0074373595,0.007516322,0.012806199,0.018795127,0.038842626,0.064365774,5
5.4968208e-05,0.016853863,0.00295552,0.013317808,0.0006211645,0.0021088226,0.0010212349,0.00013861111,0.00042555734,0.0030002296,0.9541469,9.756105e-06,8.920243e-06,6.384681e-05,0.00017781291,0.0019426615,0.0031522962,0.004838397,0.4525146,0.11952288,0.016076215,0.040277228,0.051569562,0.051082946,0.0073737027,0.008969165,0.020380476,0.12772922,0.0016573729,0.000956027,0.0011380555,0.007327769,0.02046032,0.06812597,0.0070527964,0.30855554,0.13469063,0.045876995,0.05923909,0.07366975,0.060686786,0.017332654,0.016877487,0.03069914,0.12103952,0.004308427,0.0032249587,0.0086184265,0.013246348,0.026215509,0.068665884,10
0.0012490108,0.6482073,0.11437505,0.009516343,0.031719342,0.03854673,0.050675813,0.0046457457,0.0033913916,0.005426004,0.020697406,0.0011620597,0.0011704653,0.0007188099,0.001710241,0.012780746,0.054007564,0.0042946246,0.4735301,0.11582535,0.014553261,0.038514588,0.047607977,0.04900866,0.00656383,0.007969728,0.018288434,0.12538026,0.0013576157,0.0007757191,0.00095607503,0.006517621,0.019020619,0.06983551,0.0008345613,0.6351961,0.065773726,0.032499854,0.010754356,0.025340067,0.049792252,0.0038644269,0.0036189826,0.011958006,0.09405687,0.00067921577,0.00037221308,0.0013168982,0.0030342143,0.008478469,0.052429806,16
